profile_id,text,voice,fact_order,n_facts,n_checkable,n_missing,missing,leaks,n_words,ok
P00151,"She is a 39-year-old White female living in a two-person household in one of the largest US cities in the south of the United States. Her highest education is less than high school, and she describes her social class as working class. She has a household income of $56,000 to $99,999. She is a Protestant whose religion is not very strong. Politically, she is an independent, close to republican, with slightly conservative views.",third_person,race|education|urbanicity|gender|age|social_class|religiosity|party|ideology|region|income|household_size|religion,13,10,0,,,73,True
P00152,"You are a 21-year-old Hispanic / Latino male living in a two-person household in the suburbs of a very large US city in the west of the United States. You are working class, have less than a high school education, and a household income of less than $30,000. You are an independent with moderate, middle of the road political views. Your religion is Protestant, but your strength of religion is not very strong. You have a great deal of confidence in the scientific community.",second_person,social_class|age|region|education|urbanicity|gender|income|trust_science_prior|religiosity|party|race|household_size|religion|ideology,14,11,0,,,84,True
P00153,"You are a 40-year-old Hispanic / Latino male living alone in one of the largest US cities in the northeast of the United States. You have a Master's degree / Professional degree and a household income of $100,000 to $167,999. You describe your social class as lower class, and you are a Catholic with religion that is not very strong. Your political views are moderate, middle of the road, and you are not very strong Democrat. You have a great deal of confidence in the scientific community.",second_person,income|urbanicity|social_class|party|race|education|religiosity|gender|household_size|age|religion|ideology|region|trust_science_prior,14,11,0,,,87,True
P00154,"He is a 36-year-old White/Caucasian male living in a small town in the northeast of the United States. He has a Bachelor's degree, has no religion, and lives in a household of 4 people with an income of $56,000 to $99,999. He describes himself as middle class and is an independent who is close to Democrat. His moderate, middle of the road political views are held by him, and he has a great deal of confidence in the scientific community.",third_person,religion|party|social_class|region|gender|household_size|trust_science_prior|urbanicity|race|ideology|income|education|age,13,10,0,,,80,True
P00155,"You are an 86-year-old Black / African American female living in the northeast of the United States. You are working class and live in a household of 6 people with an income of $100,000 to $167,999. You are a Protestant with a high school diploma / GED. You are a strong democrat with moderate, middle of the road political views.",second_person,social_class|region|income|age|race|household_size|gender|party|education|religion|ideology,11,10,0,,,60,True
P00156,"You are a 21-year-old Hispanic / Latino person of other gender living in the south of the United States. You have less than a high school education and live in a household of 2 people with an income of less than $30,000. You have no religion and are a moderate, middle of the road independent. You describe your social class as middle class.",second_person,ideology|religion|party|gender|race|household_size|income|region|age|religiosity|education|social_class,12,8,0,,,63,True
P00157,"She is a 65-year-old Hispanic / Latino female who lives in a household of 3 people in one of the largest US cities in the northeast of the United States. She is a strong Democrat with liberal political views and has only some confidence in the scientific community. She describes herself as lower class, born-again or evangelical, and a Protestant. She has a high school diploma / GED and a household income of less than $30,000.",third_person,urbanicity|social_class|gender|party|region|race|household_size|age|born_again|education|religion|income|trust_science_prior|ideology,14,12,0,,,76,True
P00158,"She is a 47-year-old White female who lives in a two-person household in the suburbs of a mid-sized US city in the Midwest. She has a Master's degree or Professional degree and a household income of $168,000 or more. She is a strong Democrat with liberal political views. Although she is Protestant, her religion is not very strong. She describes her social class as middle class.",third_person,region|urbanicity|income|party|religion|gender|household_size|age|race|religiosity|social_class|education|ideology,13,10,0,,,66,True
P00159,"You are a 42-year-old White / Caucasian male living in the northeast of the United States. You have a Master's degree / Professional degree and describe your social class as middle class. You have no religion, though you have a great deal of confidence in the scientific community. Your household income is $168,000 or more, and you live in a household of 2 people. You are an independent, close to democrat, and your political views are moderate, middle of the road.",second_person,trust_science_prior|age|religion|social_class|religiosity|region|ideology|income|household_size|race|party|education|gender,13,10,0,,,81,True
P00160,"You are a 60-year-old White female living in a two-person household in the suburbs of a very large US city in the South. You have a Master's degree or Professional degree and a household income of $168,000 or more. You describe your social class as upper class. You are a moderate, middle of the road independent who is politically close to Republican. You are a Protestant with religion that is not very strong, and you have a great deal of confidence in the scientific community.",second_person,ideology|party|social_class|income|age|religion|urbanicity|education|trust_science_prior|race|region|religiosity|household_size|gender,14,11,0,,,85,True
P00161,"She is a 69-year-old White female living in the northeast of the United States. She is a Protestant with a Bachelor's degree. She describes her social class as middle class. She lives in a household of 2 people and has a household income of $168,000 or more. Her political views are conservative, but she is not very strong republican.",third_person,ideology|gender|social_class|race|age|income|education|region|religion|party|household_size,11,10,0,,,59,True
P00162,"She is a 71-year-old Asian American female who lives in the suburbs of a very large US city in the northeast of the United States. She lives in a household of 2 people with a household income of $168,000 or more. She has a Master's degree / Professional degree, is a Protestant, and describes her social class as middle class. She is a strong Democrat with liberal political views and has a great deal of confidence in the scientific community.",third_person,household_size|income|education|social_class|age|party|region|ideology|gender|trust_science_prior|race|urbanicity|religion,13,11,0,,,80,True
P00163,"You are a 52-year-old Hispanic / Latino male living in a two-person household in the suburbs of a very large US city in the northeast of the United States. You have some college or an Associate's degree, a household income of $56,000 to $99,999, and describe your social class as working class. You are Catholic, hold moderate, middle of the road political views, and are politically independent. You have only some confidence in the scientific community.",second_person,gender|race|income|ideology|religion|party|trust_science_prior|urbanicity|age|household_size|education|region|social_class,13,11,0,,,76,True
P00164,"He is a 24-year-old White male living alone in the Midwest of the United States. He has some college or an Associate's degree and a household income of $168,000 or more. He describes himself as middle class, a strong Republican with conservative political views, and a born-again or evangelical Protestant. He has only some confidence in the scientific community.",third_person,age|education|trust_science_prior|party|race|born_again|religion|region|social_class|household_size|gender|income|ideology,13,12,0,,,59,True
P00165,"He is a 36-year-old White male who is upper class. He lives in a household of 2 people in a mid-sized US city in the west of the United States. He has a Master's degree or Professional degree and an annual household income of $168,000 or more. He is a Protestant with slightly liberal political views, though he is not a very strong Democrat.",third_person,social_class|education|age|household_size|ideology|urbanicity|gender|race|party|income|religion|region,12,10,0,,,64,True
P00166,"You are a 28-year-old Hispanic / Latino male living in a two-person household in the suburbs of a mid-sized US city in the Midwest. You have some college or an Associate's degree and a household income of $56,000 to $99,999. You have no religion and describe your social class as working class. You have liberal political views and are a strong Democrat.",second_person,income|religion|urbanicity|gender|household_size|education|age|race|ideology|region|party|social_class,12,9,0,,,62,True
P00167,"He is a 34-year-old Hispanic / Latino male who lives in a mid-sized US city in the south of the United States. He is a strong republican with conservative political views and has a great deal of confidence in the scientific community. He is a somewhat strong Protestant who describes himself as born-again or evangelical. He has some college or an Associate's degree and lives in a household of 2 people with an income of $56,000 to $99,999. He describes his social class as middle class.",third_person,age|party|household_size|religiosity|urbanicity|social_class|income|trust_science_prior|ideology|region|gender|religion|education|born_again|race,15,12,0,,,86,True
P00168,"You are a 33-year-old Black / African American male living in a mid-sized US city in the south of the United States. You have some college or an Associate's degree and live in a household of 3 people with an income of $30,000 to $55,999. You describe yourself as middle class and are a Protestant. Politically, you are a strong Democrat, though your views are moderate and middle of the road.",second_person,race|social_class|ideology|household_size|religion|region|party|age|education|gender|urbanicity|income,12,10,0,,,71,True
P00169,"You are a 52-year-old White / Caucasian male living in a household of 3 people in a small town in the south of the United States. You have a Master's degree / Professional degree and a household income of $100,000 to $167,999. You describe yourself as middle class and as born-again or evangelical, though your religion is protestant and not very strong. You are a strong republican with conservative political views.",second_person,religiosity|religion|gender|age|urbanicity|household_size|region|ideology|income|born_again|party|race|social_class|education,14,11,0,,,71,True
P00170,"She is a 69-year-old White female who lives in a small town in the west of the United States. She has some college or an Associate's degree and describes her social class as working class. She has no religion, is a strong democrat, and holds liberal political views. She lives in a household of 2 people with an income of $30,000 to $55,999. She has a great deal of confidence in the scientific community.",third_person,age|region|trust_science_prior|social_class|income|gender|race|urbanicity|education|household_size|religion|party|ideology,13,10,0,,,74,True
P00171,"She is a 67-year-old White female living in the south of the United States in a household of 2 people. She has a Bachelor's degree and describes her social class as upper class. Her household income is $168,000 or more. She is an independent with moderate, middle of the road political views and has a Protestant religion that is not very strong. She has a great deal of confidence in the scientific community.",third_person,race|trust_science_prior|gender|age|party|ideology|education|religiosity|household_size|region|social_class|income|religion,13,11,0,,,73,True
P00172,"He is a 22-year-old White / Caucasian male who lives in a two-person household in one of the largest US cities in the northeast of the United States. He has some college or an Associate's degree and a household income of $168,000 or more. He is a strong Protestant and describes his social class as middle class. Politically, he is an independent who is close to republican and has slightly conservative views.",third_person,age|urbanicity|region|party|religiosity|religion|household_size|gender|income|education|ideology|social_class|race,13,10,0,,,72,True
P00173,"He is a 61-year-old White/Caucasian male who lives alone in the south of the United States. He describes his social class as working class and has an annual household income of $56,000 to $99,999. His highest education is some college or an Associate's degree. He is a strong Republican with conservative political views and has a great deal of confidence in the scientific community. He is a Protestant who describes himself as born-again or evangelical, though his religion is not very strong.",third_person,gender|region|age|social_class|education|ideology|party|household_size|income|trust_science_prior|religion|race|born_again|religiosity,14,12,0,,,82,True
P00174,"You are a 68-year-old Hispanic / Latino male living alone in a mid-sized US city in the west of the United States. You have less than a high school education, a household income of less than $30,000, and describe your social class as working class. You are a Catholic, though your religion is not very strong. Politically, you are moderate, middle of the road, and an independent who is close to Democrat. You have a great deal of confidence in the scientific community.",second_person,income|household_size|religion|race|region|religiosity|urbanicity|ideology|age|education|party|trust_science_prior|social_class|gender,14,11,0,,,83,True
P00175,"She is a 66-year-old Hispanic / Latino female living in the south of the United States. She is a strong republican with moderate, middle of the road political views. A strong catholic who describes herself as born-again or evangelical, she has only some confidence in the scientific community. She has some college or an Associate's degree and describes her social class as working class. She lives in a household of 2 people with a household income of $168,000 or more.",third_person,party|education|race|born_again|household_size|income|social_class|religion|religiosity|gender|ideology|region|trust_science_prior|age,14,12,0,,,80,True
P00176,"You are a 53-year-old Black / African American female living in the south of the United States in a household of 2 people. You have a Bachelor's degree and describe your social class as middle class, with a household income of $100,000 to $167,999. A strong protestant, you describe yourself as born-again or evangelical. You are slightly liberal and not very strong democrat, and you have only some confidence in the scientific community.",second_person,education|gender|race|household_size|born_again|trust_science_prior|income|religiosity|age|ideology|social_class|region|religion|party,14,12,0,,,73,True
P00177,"He is a 40-year-old Asian American male who lives in a household of 4 people in the suburbs of a very large US city in the south of the United States. He has a Master's degree or Professional degree and an annual household income of $168,000 or more. He is an independent with moderate, middle of the road political views and has a great deal of confidence in the scientific community. He practices other eastern religions and describes his social class as upper class.",third_person,gender|region|age|urbanicity|education|religion|social_class|ideology|trust_science_prior|household_size|race|income|party,13,11,0,,,84,True
P00178,"She is a 22-year-old White/Caucasian female living in a mid-sized US city in the west of the United States. She describes herself as working class and is a strong Protestant who identifies as born-again or evangelical. She has some college or an Associate's degree and a household income of less than $30,000. She lives in a household of 2 people and has a great deal of confidence in the scientific community. Her political views are slightly conservative and she is not very strong Democrat.",third_person,income|education|religiosity|household_size|trust_science_prior|born_again|age|gender|party|social_class|region|ideology|religion|urbanicity|race,15,12,0,,,84,True
P00179,"She is a 33-year-old White female living in the south of the United States. She has a Master's degree or Professional degree and lives in a household of 2 people. She has no religion and describes her social class as middle class. She is a strong democrat with liberal political views. Her household income is $100,000 to $167,999.",third_person,income|race|education|ideology|household_size|social_class|religiosity|religion|age|party|gender|region,12,9,0,,,58,True
P00180,"You are a 63-year-old White female living in a household of 2 people in one of the largest US cities in the northeast of the United States. You are middle class with a household income of $56,000 to $99,999 and have a Bachelor's degree. You are a strong Catholic and have hardly any confidence in the scientific community. Politically, you are an independent, close to Democrat, and slightly conservative.",second_person,social_class|education|ideology|religiosity|party|age|household_size|race|religion|urbanicity|income|gender|region|trust_science_prior,14,11,0,,,69,True
P00181,"He is a 62-year-old White/Caucasian male who lives in a mid-sized US city in the northeast of the United States. He is Catholic and has a Bachelor's degree. He lives in a household of 2 people with an income of $168,000 or more. He describes his social class as middle class. He has conservative political views, but he is not very strong republican.",third_person,household_size|income|age|gender|social_class|urbanicity|race|religion|region|education|ideology|party,12,10,0,,,63,True
P00182,"He is a 43-year-old White/Caucasian male living in the northeast of the United States. He has a high school diploma / GED and describes his social class as working class. He lives in a household of 4 people with a household income of $56,000 to $99,999. He has no religion and is conservative, though he is not very strong republican.",third_person,ideology|religion|social_class|age|income|party|education|household_size|region|gender|race,11,9,0,,,60,True
P00183,"You are a 68-year-old White/Caucasian male living in a rural area in the northeast of the United States. You live in a household of 2 people and have a household income of $30,000 to $55,999. You are a Protestant and describe your social class as working class. Your highest education is a High school diploma / GED. You are a strong Democrat with slightly liberal political views.",second_person,region|party|religion|gender|social_class|urbanicity|education|ideology|income|race|age|household_size,12,10,0,,,67,True
P00184,"You are a 24-year-old White female living in a small town in the northeast of the United States. You have a Bachelor's degree, no religion, and a great deal of confidence in the scientific community. You describe your social class as middle class and live in a household of 4 people with an income of $168,000 or more. Your political views are extremely liberal, though you are politically other party.",second_person,urbanicity|age|trust_science_prior|ideology|religion|party|household_size|education|race|region|income|gender|social_class,13,9,0,,,70,True
P00185,"You are a 39-year-old White / Caucasian female living in a rural area in the midwest of the United States in a household of 5 people. You have a high school diploma / GED and describe your social class as working class with a household income of $30,000 to $55,999. You are a Protestant who describes yourself as born-again or evangelical, though your strength of religion is not very strong. You have a great deal of confidence in the scientific community. Your political views are slightly liberal and you are not very strong democrat.",second_person,income|region|religiosity|gender|ideology|party|race|social_class|urbanicity|age|trust_science_prior|born_again|household_size|education|religion,15,12,0,,,94,True
P00186,"He is a 64-year-old White male who lives alone in a small town in the Midwest of the United States. He has a Bachelor's degree and describes his social class as middle class, though his household income is less than $30,000. He is an independent who is politically slightly conservative and close to Republican. He is a born-again or evangelical with a strong religion categorized as other. He has only some confidence in the scientific community.",third_person,race|social_class|age|religiosity|education|income|ideology|household_size|urbanicity|religion|party|gender|born_again|trust_science_prior|region,15,12,0,,,76,True
P00187,"He is a 58-year-old White/Caucasian male living in the south of the United States. He lives in a household of 2 people and has a household income of $100,000 to $167,999. He has a high school diploma / GED and describes his social class as working class. He is an independent who is close to republican and has conservative political views. He has no religion and has only some confidence in the scientific community.",third_person,age|party|household_size|education|trust_science_prior|income|race|social_class|ideology|religion|region|gender,12,10,0,,,74,True
P00188,"She is a 56-year-old White/Caucasian female who lives in the suburbs of a very large US city in the west of the United States. She lives in a household of 4 people with a household income of $100,000 to $167,999. She has a Master's degree / Professional degree and describes herself as middle class. She is a strong Democrat with liberal political views, is Catholic, and describes herself as born-again or evangelical. She has only some confidence in the scientific community.",third_person,region|urbanicity|household_size|income|religion|ideology|race|trust_science_prior|education|gender|age|party|social_class|born_again,14,12,0,,,81,True
P00189,"You are a 65-year-old White / Caucasian male living in a two-person household in the suburbs of a very large US city in the northeast of the United States. You have a Master's degree / Professional degree, a household income of $100,000 to $167,999, and describe your social class as working class. You are a strong Republican with extremely conservative political views and have a great deal of confidence in the scientific community. You are Jewish and have a strong strength of religion.",second_person,religiosity|gender|trust_science_prior|ideology|party|region|age|income|race|social_class|education|religion|household_size|urbanicity,14,11,0,,,83,True
P00190,"You are a 61-year-old Asian / Asian American female living in a three-person household in the suburbs of a very large US city in the northeast of the United States. You have a Bachelor's degree, a household income of $100,000 to $167,999, and describe your social class as middle class. Your religion is buddhism, and you are an independent with moderate, middle of the road political views that are close to republican. You have a great deal of confidence in the scientific community.",second_person,ideology|urbanicity|gender|household_size|religion|party|social_class|region|race|trust_science_prior|education|age|income,13,11,0,,,83,True
P00191,"You are a 38-year-old White/Caucasian female living in a rural area of the Midwest of the United States. You have a high school diploma or GED and live in a household of 7 people with an income of less than $30,000, which you describe as lower class. You are a Protestant who describes yourself as born-again or evangelical, though your religion is not very strong. You are a strong Republican with moderate, middle of the road political views and have only some confidence in the scientific community.",second_person,gender|education|born_again|social_class|age|religion|urbanicity|household_size|region|trust_science_prior|race|ideology|party|religiosity|income,15,12,0,,,87,True
P00192,"You are a 33-year-old Hispanic / Latino male living in a small town in the south of the United States. You live in a household of 2 people with an income of less than $30,000. You are Catholic, have a high school diploma / GED, and describe your social class as working class. Your political views are moderate, middle of the road, and you are not very strong democrat.",second_person,household_size|religion|social_class|age|urbanicity|ideology|income|region|gender|race|education|party,12,10,0,,,69,True
P00193,"He is a 27-year-old White/Caucasian male who lives in a small town in the south of the United States. He describes himself as working class and a born-again or evangelical Protestant. He has a high school diploma or GED, lives in a household of 2 people, and has a household income of less than $30,000. His political views are conservative, though he is not a very strong republican. He has hardly any confidence in the scientific community.",third_person,trust_science_prior|household_size|born_again|party|ideology|region|education|social_class|income|religion|urbanicity|gender|age|race,14,12,0,,,77,True
P00194,"You are an 89-year-old Hispanic / Latino male living in one of the largest US cities in the west of the United States. You are a Catholic who describes your social class as middle class, and your household income is $56,000 to $99,999. You live in a household of 2 people and your highest education is less than high school. Your political views are slightly liberal, though you are not a very strong Democrat. You have only some confidence in the scientific community.",second_person,ideology|party|region|education|household_size|religion|race|gender|urbanicity|trust_science_prior|income|age|social_class,13,11,0,,,83,True
P00195,"You are a 22-year-old White / Caucasian female living in a rural area in the south of the United States. You have some college or an Associate's degree, have no religion, and live in a household of 3 people with an income of less than $30,000. You describe your social class as middle class. Politically, you are an independent, close to republican, and your views are moderate, middle of the road. You have a great deal of confidence in the scientific community.",second_person,age|religiosity|party|household_size|education|urbanicity|region|income|gender|religion|race|social_class|trust_science_prior|ideology,14,10,0,,,82,True
P00196,"She is a 33-year-old White/Caucasian female living in the south of the United States. She lives in a household of 7 people with an income of $56,000 to $99,999. Her highest education is less than high school, and she describes her social class as lower class. She is a not very strong Protestant with only some confidence in the scientific community. Politically, she is moderate, middle of the road, and not very strong republican.",third_person,party|gender|household_size|age|education|income|social_class|religion|religiosity|region|ideology|trust_science_prior|race,13,11,0,,,74,True
P00197,"You are a 45-year-old Black / African American male who lives alone in one of the largest US cities in the northeast of the United States. You have a Bachelor's degree, a household income of $100,000 to $167,999, and describe your social class as working class. You are a strong democrat with slightly conservative political views. You are a catholic with strong religion, and you describe yourself as born-again or evangelical.",second_person,gender|urbanicity|education|household_size|race|party|born_again|region|income|ideology|social_class|religion|age|religiosity,14,11,0,,,71,True
P00198,"You are a 28-year-old Hispanic / Latino female living in a household of 3 people in the suburbs of a very large US city in the south of the United States. You have some college or an Associate's degree, describe your social class as working class, and have a household income of $56,000 to $99,999. As a Catholic, your religion is not very strong. You are politically independent and close to Democrat, holding moderate, middle of the road views and having a great deal of confidence in the scientific community.",second_person,ideology|trust_science_prior|urbanicity|age|religiosity|region|household_size|race|education|religion|gender|party|income|social_class,14,11,0,,,90,True
P00199,"He is a 38-year-old White male who lives in a two-person household in the suburbs of a mid-sized US city in the northeast of the United States. He has an Associate's degree or some college and describes his social class as middle class. He has a household income of $168,000 or more. He is a liberal, though not a very strong Democrat, and he has a great deal of confidence in the scientific community. He is a strong Jewish person.",third_person,party|race|urbanicity|trust_science_prior|household_size|religion|region|gender|social_class|income|ideology|age|religiosity|education,14,11,0,,,80,True
P00200,"She is a 55-year-old White female who lives alone in a small town in the south of the United States. She is a strong Republican with extremely conservative political views and is a Protestant. She describes her social class as working class and has an annual household income of $30,000 to $55,999. Her highest education is some college or an Associate's degree. She has only some confidence in the scientific community.",third_person,race|age|trust_science_prior|ideology|urbanicity|household_size|party|gender|education|social_class|religion|region|income,13,11,0,,,71,True
P00201,"You are a 42-year-old White female living in a two-person household in the suburbs of a mid-sized US city in the west of the United States. You have a Bachelor's degree, a household income of $56,000 to $99,999, and describe yourself as middle class. You are an independent with moderate, middle of the road political views. You have no religion and have only some confidence in the scientific community.",second_person,urbanicity|trust_science_prior|religion|race|social_class|region|ideology|gender|income|age|household_size|education|party|religiosity,14,10,0,,,69,True
P00202,"You are a 19-year-old, working class, Asian American male living in a household of 3 people in the suburbs of a very large US city in the south of the United States. You have a high school diploma or GED, a household income of $30,000 to $55,999, and are slightly liberal and not very strong democrat. You are a born-again or evangelical Protestant who has a great deal of confidence in the scientific community.",second_person,social_class|household_size|age|urbanicity|trust_science_prior|born_again|race|income|education|religion|gender|party|region|ideology,14,12,0,,,74,True
P00203,"She is a 19-year-old Hispanic / Latino female who lives in the south of the United States in a household of 2 people. She is a Catholic and describes herself as born-again or evangelical. Her highest education is some college or an Associate's degree, and her household income is $30,000 to $55,999. She describes her social class as working class. Politically, she is an independent, close to republican, and holds moderate, middle of the road views.",third_person,born_again|ideology|party|religion|region|household_size|education|age|gender|race|income|social_class,12,11,0,,,76,True
P00204,"She is a 60-year-old White / Caucasian female who lives in the suburbs of a mid-sized US city in the south of the United States. She is a strong republican with moderate, middle of the road political views, and she has only some confidence in the scientific community. She is a strong protestant who describes herself as born-again or evangelical. She has some college or an Associate's degree and describes her social class as middle class. She lives in a household of 2 people with a household income of $100,000 to $167,999.",third_person,trust_science_prior|income|education|household_size|party|region|born_again|social_class|urbanicity|religiosity|age|religion|gender|race|ideology,15,12,0,,,92,True
P00205,"He is a 19-year-old White male who lives in a household of 3 people in one of the largest US cities in the west of the United States. He has a high school diploma or GED and describes his social class as upper class. His household income is $168,000 or more. He is extremely liberal, belongs to another party, and has no religion. He has a great deal of confidence in the scientific community.",third_person,age|race|gender|urbanicity|party|region|education|ideology|income|trust_science_prior|social_class|religion|household_size,13,9,0,,,74,True
P00206,"He is a 73-year-old White male who lives alone in a small town in the midwest of the United States. He has a Master's degree or Professional degree and describes his social class as middle class. He has no religion and is not a very strong Democrat, though his political views are liberal. He has a household income of $30,000 to $55,999 and has a great deal of confidence in the scientific community.",third_person,region|party|ideology|religiosity|household_size|religion|urbanicity|trust_science_prior|age|race|education|social_class|gender|income,14,10,0,,,73,True
P00207,"She is a 60-year-old Hispanic / Latino female who lives alone in the midwest of the United States. She has some college or an Associate's degree and describes her social class as working class. She has a strong Christian religion and describes herself as born-again or evangelical. Her political views are conservative and she is an independent, close to republican. She has a household income of $56,000 to $99,999 and has only some confidence in the scientific community.",third_person,gender|region|social_class|religion|party|age|trust_science_prior|income|race|household_size|born_again|ideology|religiosity|education,14,12,0,,,78,True
P00208,"You are a 37-year-old White female living in the Midwest of the United States in a household of 4 people. You have a Master's degree / Professional degree and a household income of $168,000 or more. You are Jewish and describe your social class as middle class. You have a great deal of confidence in the scientific community. Politically, you are a strong Democrat with liberal views.",second_person,trust_science_prior|ideology|age|gender|party|income|household_size|religion|social_class|education|region|race,12,11,0,,,67,True
P00209,"You are a 25-year-old White male living in a two-person household in the suburbs of a mid-sized US city in the West. You have an education of less than high school and a household income of less than $30,000. You describe your social class as lower class and your political views as moderate and middle of the road, as you are an independent. Your religion is other, and you have only some confidence in the scientific community.",second_person,trust_science_prior|party|age|religion|race|education|gender|ideology|income|urbanicity|region|household_size|social_class,13,11,0,,,77,True
P00210,"She is an 89-year-old Black / African American female living in the northeast of the United States. She is middle class and lives in a household of 5 people with an income of $100,000 to $167,999. She has a high school diploma / GED and is a strong democrat with liberal political views. She is a protestant, though her religion is not very strong.",third_person,social_class|ideology|household_size|income|gender|religiosity|region|race|education|age|party|religion,12,10,0,,,64,True
P00211,"He is a 58-year-old Hispanic / Latino male who lives in a mid-sized US city in the west of the United States. He is a Catholic with a religion that is not very strong, and he has a great deal of confidence in the scientific community. He has less than a high school education and describes his social class as middle class. He is a not very strong democrat with slightly conservative political views. He lives in a household of 2 people with a household income of $100,000 to $167,999.",third_person,region|age|ideology|religion|income|race|education|religiosity|trust_science_prior|urbanicity|household_size|gender|social_class|party,14,11,0,,,90,True
P00212,"She is a 75-year-old White female living in the northeast of the United States. She is a strong Catholic and describes her social class as middle class. She has a high school diploma or GED and lives in a household of 2 people with an income of less than $30,000. Her political views are moderate and middle of the road, and she is an independent.",third_person,party|social_class|religion|education|religiosity|gender|income|household_size|age|region|race|ideology,12,10,0,,,65,True
P00213,"You are a 21-year-old White / Caucasian female living in a rural area in the midwest of the United States. You have a high school diploma / GED and describe your social class as working class. You live in a household of 2 people with a household income of $30,000 to $55,999. You have no religion and your political views are moderate, middle of the road, and independent.",second_person,region|urbanicity|ideology|religiosity|religion|household_size|social_class|party|income|gender|race|age|education,13,9,0,,,68,True
P00214,"You are a 72-year-old Black / African American male living in a mid-sized US city in the west of the United States. You have a high school diploma / GED, are Protestant, and describe your social class as working class. You are a strong democrat with liberal political views. You live in a household of 2 people with a household income of $30,000 to $55,999.",second_person,education|religion|race|ideology|household_size|region|income|party|gender|urbanicity|social_class|age,12,10,0,,,65,True
P00215,"You are a 48-year-old Asian / Asian American female living in a mid-sized US city in the south of the United States. You have some college or an Associate's degree, live in a household of 2 people, and have a household income of $100,000 to $167,999. You describe yourself as upper class, born-again or evangelical, and your religion is Hinduism. You are a conservative, independent, and close to Republican. You have only some confidence in the scientific community.",second_person,gender|trust_science_prior|household_size|age|education|urbanicity|region|born_again|income|religion|ideology|party|social_class|race,14,12,0,,,78,True
P00216,"You are a 22-year-old White male living in a two-person household in the suburbs of a mid-sized US city in the South. You describe yourself as middle class with a household income of $56,000 to $99,999 and have some college or an Associate's degree. A strong Protestant, you describe yourself as born-again or evangelical. You are an independent who is close to Republican and have conservative political views. You have only some confidence in the scientific community.",second_person,race|party|income|gender|born_again|religiosity|ideology|region|social_class|household_size|urbanicity|trust_science_prior|age|religion|education,15,12,0,,,77,True
P00217,"He is a 40-year-old Black / African American male who lives in a mid-sized US city in the west of the United States. He has a high school diploma / GED, describes his social class as working class, and has a household income of $56,000 to $99,999. He lives in a household of 2 people, has no religion, and is a moderate, middle of the road independent. He has hardly any confidence in the scientific community.",third_person,religion|ideology|party|income|religiosity|urbanicity|age|household_size|trust_science_prior|gender|region|race|social_class|education,14,10,0,,,76,True
P00218,"You are a 29-year-old White / Caucasian female living in a two-person household in the suburbs of a very large US city in the south of the United States. You have a Bachelor's degree, no religion, and a household income of $56,000 to $99,999. You are extremely liberal, belong to the other party, and describe your social class as working class. You have a great deal of confidence in the scientific community.",second_person,party|region|gender|income|religion|education|urbanicity|trust_science_prior|household_size|ideology|social_class|age|race,13,9,0,,,72,True
P00219,"She is an 88-year-old Hispanic / Latino female who lives in a small town in the south of the United States. She is a Catholic and describes her social class as middle class. She has a high school diploma / GED and lives in a household of 5 people with an income of $56,000 to $99,999. She is a strong democrat, though her political views are moderate, middle of the road.",third_person,household_size|region|party|education|urbanicity|age|ideology|race|gender|social_class|religion|income,12,10,0,,,71,True
P00220,"She is a 44-year-old Asian American female living in the suburbs of a mid-sized US city in the west of the United States. She is middle class and lives in a household of 2 people with a household income of $168,000 or more. Her highest education is some college or an Associate's degree. She is an independent with moderate, middle of the road political views and has no religion. She has only some confidence in the scientific community.",third_person,social_class|education|income|religion|religiosity|party|gender|ideology|region|urbanicity|trust_science_prior|race|household_size|age,14,10,0,,,78,True
P00221,"He is a 40-year-old White/Caucasian male who lives in the midwest of the United States in a household of 7 people. He is a born-again or evangelical Protestant with some college or an Associate's degree. He describes himself as working class and has a household income of $100,000 to $167,999. Politically, he is independent and close to democrat, with slightly liberal views. He has only some confidence in the scientific community.",third_person,party|region|trust_science_prior|ideology|social_class|income|race|religion|household_size|age|education|born_again|gender,13,12,0,,,71,True
P00222,"She is a 44-year-old White female living in the suburbs of a very large US city in the Midwest. She has a Bachelor's degree, lives in a household of 2 people, and has a household income of $168,000 or more. She is a strong Democrat with slightly liberal political views and describes her social class as middle class. Her Protestant religion is not very strong, and she has only some confidence in the scientific community.",third_person,religion|religiosity|race|gender|education|urbanicity|household_size|trust_science_prior|ideology|social_class|region|party|age|income,14,11,0,,,75,True
P00223,"You are a 65-year-old White male living in a two-person household in the west of the United States. You live in a small town, have a high school diploma or GED, and have a household income of $168,000 or more. You describe yourself as middle class and as a born-again or evangelical Protestant with strong religion. You are a strong Republican with slightly conservative political views and have only some confidence in the scientific community.",second_person,ideology|urbanicity|income|race|household_size|gender|region|education|born_again|social_class|age|trust_science_prior|party|religion|religiosity,15,12,0,,,75,True
P00224,"You are an 86-year-old Black / African American female living in the northeast of the United States. You have a high school diploma / GED and live in a household of 6 people with an income of $100,000 to $167,999. You are a protestant and describe your social class as working class. You are a strong democrat with moderate, middle of the road political views.",second_person,education|household_size|region|gender|income|age|religion|party|ideology|social_class|race,11,10,0,,,65,True
